Codigo,Descripcion,Marca,Rubro,Subrubro,Categoria,CostoSinIVA,VentaSinIVA,Stock,Unidad
PI0752,LECATEX-MEMBRANA DE CAUCHO IMPERMAFLEX ULTRA  X   22 KG,Aislacion,Aislacion,Membranas Aislacion,Membranas Aislacion,53878.68,72736.22,9,Unidad
SA1504,RAO - SIFONFLEX-DESCARGA P/LAV.FLEXIBLE CROMO -50CMS  7009.298  (1),Rao,Plomeria,Accesorios De Instalacion,Accesorios De Instalacion,29604.57,39966.18,9,Unidad
SA2713,TIGRE TF TERMOFUSION UNION DOBLE MIXTA 25MM X 3/4 22325825,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,11707.49,15805.12,9,Unidad
PI1181,PLAVICON ANTIOXIDO 4 LT,Plavicon,Pinturas,Proteccion,Proteccion,24309.07,32817.24,9,Unidad
PI3447,FERROBET-CONVERTIDOR OXIDO BLANCO        X 1/4 LT**BAJA**,Pinturas,Pinturas,Proteccion,Proteccion,6362.57,8589.47,9,Unidad
CO0226,SUPERIGGAM SIMIL PIEDRA X 1KG BLANCO         0450,Superiggam,Albañileria,Revoques Albañileria,Revoques Albañileria,955.99,1290.59,9,Unidad
SA5886,DUKE VALVULA ESFERICA ROSCA M-M  1/2   13000101   (30),Duke,Plomeria,Distribucion De Agua,Distribucion De Agua,2278.01,3075.32,8,Unidad
RV2919,15X15 - MALLA PIEDRA Y VIDRIO 30X30 SD 014,Pisos Y Revestimientos,Pisos Y Revestimientos,Guardas Y Decorados,Guardas Y Decorados,3310.52,4469.20,8,Unidad
PI3773,COLORIN IMPERMEABILIZANTE FRENTE TITANIO PRO BLANCO X 4 LT,Colorin,Pinturas,Exterior,Exterior,18243.01,24628.07,8,Unidad
SA2489,ACCESORIO DE BRONCE ROSCADO CUPLA 3/4   5702  (10),Accesorio,Plomeria,Distribucion De Gas,Distribucion De Gas,2698.31,3642.72,8,Unidad
FE0554,CABOS-MADERA COMUN AZADA X 1.52MT,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,3084.27,4163.77,8,Unidad
AR2167,DURAFORT - MUEBLE MS ALACENA 1.40 MTS - 3 PTA MANIJA PERFIL J - BLANCO (MMS132),Durafort,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,88481.72,119450.32,8,Unidad
CO2235,SIKA ANTICONGELANTE P/HORMIGON FRIOLITE OC  X 5KG                          (4),Sika,Albañileria,Aditivos,Aditivos,31820.91,42958.23,8,Unidad
HE1388,ARENA CARRO 4 RUEDAS 168 ACERO (1680110)    20/50,Arena,Ferreteria General,Herrajes,Herrajes,3936.73,5314.59,8,Unidad
FE3815,DORMER-MECHA TITANIO  6.80 MM,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,4022.73,5430.68,8,Unidad
HE0855,RUEDA HIERRO Y GOMA SERIE GP 150X150MM ALTURA 190MM BASE GIRATORIA  (200KG)  ART.4696,Rueda,Ferreteria General,Ruedas Y Patas,Ruedas Y Patas,22675.79,30612.31,8,Unidad
FE0521,AKAPOL-POXIRAN POMO X  45 ML S/TOLUENO  4016,Ferreteria General,Ferreteria General,Adhesivos Y Selladores,Adhesivos Y Selladores,3029.50,4089.83,8,Unidad
RV2893,CERAMICA PIU -  PLACA DECO CALCAREO LISO GRIS CONJ X 8 20X20 **BAJA**,Ceramica,Sin Clasificar,Sin Clasificar,Sin Clasificar,9435.79,12738.32,8,Unidad
CO9358,"**BAJA**KLAUKOL PASTINA DECO X 1,5 KG   JAZMIN",Klaukol,Pisos Y Revestimientos,Pastinas Pisos Y Revestimientos,Pastinas Pisos Y Revestimientos,9289.03,12540.19,8,Unidad
PI1162,I*PETRILAC - LADRILLOS CERAMICO          X  1 LT,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,12392.28,16729.57,7,Unidad
HE0771,ARENA RUEDAS  38 C/CANAL REDONDA NYLON (5243812)    50/100,Arena,Ferreteria General,Herrajes,Herrajes,1682.48,2271.35,7,Unidad
DE1372,ATENNEAS AT105 CORNIZA 105MM X 105MM X 2MT,Atenneas,Pisos Y Revestimientos,Guardas Y Decorados,Guardas Y Decorados,2873.23,3878.86,7,Unidad
CO0026,CHAPA PLASTICA BLANCA SINUSOIDAL      76-P3    0.8MM    110X213 [ 7],Chapa,Siderurgia,Chapas,Chapas,14225.83,19204.87,7,Unidad
PI3854,COLORIN ESMALTE SINTETICO BRILLANTE VITROLUX MAGIC (3 EN 1) BERMELLON X 1 LT,Colorin,Pinturas,Proteccion,Proteccion,9937.02,13414.97,7,Unidad
SA4189,DACCORD-AGARRADERA P/BANERA AC BCO. 40CM ECO AGAR0IMP 02A,Baños Y Cocinas,Baños Y Cocinas,Sanitarios,Sanitarios,13723.77,18527.09,7,Unidad
SA3362,ACQUA SYSTEM TERMOFUSION BUJE RED. 63X50MM   08-241063050,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,3607.41,4870.00,7,Unidad
SA9616,SIGAS TERMOFUSION CURVA SOBREPASO 25MM   60-085025000,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,3137.69,4235.89,6,Unidad
HE0058,DELLAVO-4160/N SOPORTE ESTANTE  75X100 PAR NEGRO   (20) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,616.43,832.18,6,Unidad
RV3502,ATRIM - ART.2299-012 EPS ZOCALO CLIP DE FIJACION  X 12 UN.  38MMX29MM,Atrim,Pisos Y Revestimientos,Guardas Y Decorados,Guardas Y Decorados,3661.89,4943.55,6,Unidad
SA9516,DACCORD-FLOR DE DUCHA CUADRADA 12 ACERO INOX.300 MM DUCH0IMP55,Baños Y Cocinas,Baños Y Cocinas,Sanitarios,Sanitarios,31112.45,42001.81,6,Unidad
SA4081,FERRUM-ESPACIO BARI INODORO LARGO ALTO 48CM  BLANCO (ESP-IN-006),Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,187522.44,253155.29,6,Unidad
